global_step,episode,step_in_ep,avg_r_speed,avg_r_orientation,avg_r_lane,avg_r_collision,avg_r_offroad,avg_r_total,speed_kmh
18305,11,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18355,11,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18405,11,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18455,11,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18505,11,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18555,11,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18605,11,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18655,11,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18705,11,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18755,11,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18805,11,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18855,11,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18905,11,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
18955,11,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19005,11,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19055,11,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19105,11,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19155,11,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19205,11,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19255,11,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19305,11,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19355,11,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19405,11,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19455,11,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19505,11,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19555,11,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19605,11,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19655,11,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19705,11,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19755,11,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19805,11,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19855,11,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19905,11,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
19955,11,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20005,11,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20055,12,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20105,12,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20155,12,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20205,12,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20255,12,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20305,12,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20355,12,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20405,12,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20455,12,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20505,12,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20555,12,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20605,12,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20655,12,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20705,12,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20755,12,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20805,12,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20855,12,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20905,12,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
20955,12,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21005,12,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21055,12,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21105,12,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21155,12,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21205,12,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21255,12,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21305,12,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21355,12,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21405,12,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21455,12,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21505,12,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21555,12,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21605,12,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21655,12,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21705,12,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21755,12,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21805,12,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21855,12,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21905,12,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
21955,12,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22005,12,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22055,13,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22105,13,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22155,13,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22205,13,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22255,13,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22305,13,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22355,13,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22405,13,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22455,13,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22505,13,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22555,13,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22605,13,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22655,13,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22705,13,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22755,13,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22805,13,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22855,13,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22905,13,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
22955,13,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23005,13,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23055,13,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23105,13,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23155,13,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23205,13,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23255,13,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23305,13,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23355,13,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23405,13,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23455,13,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23505,13,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23555,13,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23605,13,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23655,13,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23705,13,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23755,13,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23805,13,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23855,13,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23905,13,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
23955,13,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24005,13,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24055,14,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24105,14,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24155,14,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24205,14,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24255,14,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24305,14,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24355,14,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24405,14,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24455,14,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24505,14,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24555,14,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24605,14,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24655,14,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24705,14,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24755,14,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24805,14,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24855,14,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24905,14,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
24955,14,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25005,14,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25055,14,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25105,14,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25155,14,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25205,14,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25255,14,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25305,14,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25355,14,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25405,14,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25455,14,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25505,14,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25555,14,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25605,14,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25655,14,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25705,14,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25755,14,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25805,14,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25855,14,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25905,14,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
25955,14,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26005,14,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26055,15,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26105,15,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26155,15,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26205,15,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26255,15,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26305,15,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26355,15,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26405,15,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26455,15,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26505,15,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26555,15,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26605,15,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26655,15,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26705,15,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26755,15,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26805,15,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26855,15,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26905,15,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
26955,15,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27005,15,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27055,15,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27105,15,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27155,15,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27205,15,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27255,15,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27305,15,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27355,15,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27405,15,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27455,15,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27505,15,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27555,15,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27605,15,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27655,15,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27705,15,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27755,15,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27805,15,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27855,15,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27905,15,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
27955,15,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28005,15,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28055,16,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28105,16,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28155,16,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28205,16,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28255,16,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28305,16,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28355,16,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28405,16,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28455,16,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28505,16,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28555,16,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28605,16,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28655,16,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28705,16,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28755,16,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28805,16,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28855,16,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28905,16,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
28955,16,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29005,16,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29055,16,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29105,16,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29155,16,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29205,16,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29255,16,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29305,16,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29355,16,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29405,16,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29455,16,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29505,16,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29555,16,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29605,16,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29655,16,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29705,16,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29755,16,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29805,16,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29855,16,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29905,16,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
29955,16,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30005,16,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30055,17,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30105,17,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30155,17,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30205,17,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30255,17,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30305,17,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30355,17,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30405,17,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30455,17,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30505,17,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30555,17,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30605,17,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30655,17,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30705,17,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30755,17,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30805,17,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30855,17,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30905,17,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
30955,17,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31005,17,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31055,17,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31105,17,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31155,17,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31205,17,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31255,17,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31305,17,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31355,17,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31405,17,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31455,17,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31505,17,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31555,17,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31605,17,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31655,17,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31705,17,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31755,17,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31805,17,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31855,17,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31905,17,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
31955,17,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32005,17,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32055,18,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32105,18,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32155,18,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32205,18,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32255,18,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32305,18,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32355,18,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32405,18,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32455,18,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32505,18,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32555,18,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32605,18,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32655,18,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32705,18,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32755,18,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32805,18,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32855,18,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32905,18,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
32955,18,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33005,18,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33055,18,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33105,18,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33155,18,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33205,18,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33255,18,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33305,18,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33355,18,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33405,18,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33455,18,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33505,18,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33555,18,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33605,18,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33655,18,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33705,18,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33755,18,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33805,18,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33855,18,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33905,18,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
33955,18,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34005,18,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34055,19,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34105,19,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34155,19,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34205,19,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34255,19,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34305,19,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34355,19,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34405,19,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34455,19,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34505,19,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34555,19,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34605,19,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34655,19,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34705,19,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34755,19,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34805,19,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34855,19,850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34905,19,900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
34955,19,950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35005,19,1000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35055,19,1050,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35105,19,1100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35155,19,1150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35205,19,1200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35255,19,1250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35305,19,1300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35355,19,1350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35405,19,1400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35455,19,1450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35505,19,1500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35555,19,1550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35605,19,1600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35655,19,1650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35705,19,1700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35755,19,1750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35805,19,1800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35855,19,1850,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35905,19,1900,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
35955,19,1950,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36005,19,2000,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36055,20,50,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36105,20,100,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36155,20,150,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36205,20,200,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36255,20,250,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36305,20,300,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36355,20,350,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36405,20,400,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36455,20,450,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36505,20,500,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36555,20,550,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36605,20,600,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36655,20,650,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36705,20,700,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36755,20,750,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
36805,20,800,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
