global_step,episode,step_in_ep,avg_r_speed,avg_r_orientation,avg_r_lane,avg_r_collision,avg_r_offroad,avg_r_total,speed_kmh
128392,138,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128442,138,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128492,138,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128542,138,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128592,138,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128642,138,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128692,138,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128742,138,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128792,138,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128842,138,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128892,138,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128942,138,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
128992,138,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129042,138,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129092,138,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129142,139,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
129192,139,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129242,139,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129292,139,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129342,139,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129392,139,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129442,139,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129492,139,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129542,139,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129592,139,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129642,139,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129692,139,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129742,139,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129792,139,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129842,139,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129892,139,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129942,139,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
129992,139,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130042,139,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130092,139,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130142,139,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130192,139,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130242,139,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130292,139,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130342,139,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130392,139,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130442,139,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130492,139,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130542,139,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130592,139,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130642,139,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130692,139,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130742,139,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130792,139,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130842,139,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130892,139,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130942,139,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
130992,139,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131042,139,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131092,139,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131142,140,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
131192,140,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131242,140,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131292,140,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131342,140,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131392,140,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131442,140,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131492,140,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131542,140,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131592,140,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131642,140,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131692,140,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131742,140,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131792,140,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131842,140,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131892,140,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131942,140,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
131992,140,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132042,140,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132092,140,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132142,140,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132192,140,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132242,140,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132292,140,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132342,140,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132392,140,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132442,140,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132492,140,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132542,140,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132592,140,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132642,140,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132692,140,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132742,140,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132792,140,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132842,140,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132892,140,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132942,140,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
132992,140,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133042,140,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133092,140,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133142,141,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
133192,141,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133242,141,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133292,141,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133342,141,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133392,141,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133442,141,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133492,141,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133542,141,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133592,141,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133642,141,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133692,141,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133742,141,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133792,141,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133842,141,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133892,141,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133942,141,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
133992,141,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134042,141,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134092,141,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134142,141,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134192,141,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134242,141,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134292,141,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134342,141,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134392,141,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134442,141,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134492,141,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134542,141,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134592,141,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134642,141,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134692,141,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134742,141,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134792,141,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134842,141,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134892,141,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134942,141,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
134992,141,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135042,141,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135092,141,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135142,142,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
135192,142,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135242,142,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135292,142,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135342,142,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135392,142,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135442,142,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135492,142,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135542,142,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135592,142,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135642,142,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135692,142,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135742,142,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135792,142,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135842,142,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135892,142,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135942,142,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
135992,142,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136042,142,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136092,142,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136142,142,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136192,142,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136242,142,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136292,142,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136342,142,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136392,142,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136442,142,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136492,142,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136542,142,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136592,142,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136642,142,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136692,142,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136742,142,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136792,142,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136842,142,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136892,142,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136942,142,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
136992,142,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137042,142,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137092,142,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137142,143,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
137192,143,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137242,143,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137292,143,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137342,143,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137392,143,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137442,143,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137492,143,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137542,143,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137592,143,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137642,143,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137692,143,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137742,143,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137792,143,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137842,143,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137892,143,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137942,143,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
137992,143,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138042,143,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138092,143,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138142,143,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138192,143,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138242,143,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138292,143,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138342,143,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138392,143,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138442,143,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138492,143,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138542,143,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138592,143,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138642,143,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138692,143,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138742,143,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138792,143,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138842,143,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138892,143,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138942,143,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
138992,143,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139042,143,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139092,143,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139142,144,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
139192,144,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139242,144,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139292,144,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139342,144,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139392,144,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139442,144,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139492,144,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139542,144,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139592,144,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139642,144,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139692,144,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139742,144,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139792,144,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139842,144,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139892,144,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139942,144,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
139992,144,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140042,144,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140092,144,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140142,144,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140192,144,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140242,144,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140292,144,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140342,144,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140392,144,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140442,144,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140492,144,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140542,144,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140592,144,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140642,144,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140692,144,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140742,144,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140792,144,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140842,144,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140892,144,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140942,144,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
140992,144,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141042,144,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141092,144,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141142,145,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
141192,145,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141242,145,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141292,145,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141342,145,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141392,145,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141442,145,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141492,145,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141542,145,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141592,145,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141642,145,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141692,145,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141742,145,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141792,145,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141842,145,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141892,145,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141942,145,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
141992,145,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142042,145,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142092,145,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142142,145,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142192,145,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142242,145,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142292,145,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142342,145,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142392,145,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142442,145,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142492,145,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142542,145,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142592,145,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142642,145,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142692,145,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142742,145,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142792,145,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142842,145,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142892,145,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142942,145,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
142992,145,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143042,145,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143092,145,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143142,146,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
143192,146,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143242,146,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143292,146,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143342,146,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143392,146,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143442,146,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143492,146,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143542,146,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143592,146,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143642,146,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143692,146,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143742,146,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143792,146,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143842,146,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143892,146,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143942,146,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
143992,146,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144042,146,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144092,146,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144142,146,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144192,146,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144242,146,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144292,146,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144342,146,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144392,146,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144442,146,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144492,146,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144542,146,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144592,146,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144642,146,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144692,146,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144742,146,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144792,146,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144842,146,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144892,146,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144942,146,1850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
144992,146,1900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145042,146,1950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145092,146,2000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145142,147,50,0.0187,1.0,0.0,0.0,0.0,1.0187,0.0
145192,147,100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145242,147,150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145292,147,200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145342,147,250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145392,147,300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145442,147,350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145492,147,400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145542,147,450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145592,147,500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145642,147,550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145692,147,600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145742,147,650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145792,147,700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145842,147,750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145892,147,800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145942,147,850,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
145992,147,900,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146042,147,950,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146092,147,1000,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146142,147,1050,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146192,147,1100,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146242,147,1150,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146292,147,1200,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146342,147,1250,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146392,147,1300,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146442,147,1350,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146492,147,1400,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146542,147,1450,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146592,147,1500,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146642,147,1550,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146692,147,1600,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146742,147,1650,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146792,147,1700,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146842,147,1750,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
146892,147,1800,0.0183,1.0,0.0,0.0,0.0,1.0183,0.0
